Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Rua;lat;lon
Barra da Tijuca;3;2;3;147;5000.0;1343.0;0.0;Rua Voluntários da Pátria, 491;-23.002022;-43.359362
Centro;1;0;0;36;900.0;230.0;20.0;Rua General San Martin, 260;-22.904791;-43.175229
Campo Grande;2;1;1;60;1300.0;510.0;0.0;Rua das Flores, 1127;-22.902025;-43.560687
Copacabana;2;0;0;80;1600.0;2333.0;214.0;Rua do Sacopã, 206;-22.972975;-43.177466
Tijuca;1;1;0;41;2000.0;388.0;0.0;Rua Conde de Bonfim, 480;-22.929387;-43.229422
Leblon;3;2;2;159;6500.0;3990.0;485.0;Avenida Conde de Bonfim, 1041;-22.986159;-43.218647
Pilares;3;0;0;65;1200.0;165.0;20.0;Rua Voluntários da Pátria, 101;-22.881474;-43.298449
Copacabana;4;1;0;220;4500.0;1450.0;300.0;Rua Dias Ferreira, 1174;-22.96581;-43.180958
Barra da Tijuca;4;3;2;215;4900.0;1200.0;726.0;Rua Uruguai, 678;-23.009583;-43.364731
Barra da Tijuca;2;1;1;108;3400.0;1700.0;250.0;Avenida General San Martin, 1380;-23.007751;-43.369362
Flamengo;3;1;2;200;6500.0;1300.0;575.0;Rua Real Grandeza, 601;-22.932881;-43.172366
Copacabana;1;0;0;42;1500.0;1718.0;41.0;Rua Bolívar, 1119;-22.974393;-43.187195
Lins de Vasconcelos;2;1;0;78;1200.0;519000.0;135.0;Rua Vinícius de Moraes, 908;-22.892862;-43.259179
Leblon;3;3;1;100;5700.0;2400.0;380.0;Rua Aristides Espínola, 1359;-22.978603;-43.228699
Campo Grande;2;1;1;65;1000.0;450.0;0.0;Rua Uruguai, 1382;-22.902616;-43.552985
Barra da Tijuca;3;2;1;98;3250.0;1650.0;180.0;Rua das Acácias, 853;-22.999817;-43.365649
Barra da Tijuca;1;1;0;65;2000.0;950.0;210.0;Rua dos Ipês, 680;-23.008053;-43.368113
Ipanema;4;3;2;210;10000.0;2900.0;1660.0;Rua Figueiredo Magalhães, 952;-22.979472;-43.215225
Barra da Tijuca;2;1;1;68;2800.0;750.0;0.0;Rua Conde de Bonfim, 422;-23.003036;-43.367187
Urca;2;0;0;100;4615.0;663.0;173.0;Rua Voluntários da Pátria, 1414;-22.944692;-43.168146
Botafogo;2;1;1;67;3000.0;1510.0;510.0;Rua Álvaro Ramos, 733;-22.956479;-43.182251
Vila Isabel;2;1;0;83;1600.0;570.0;65.0;Avenida Vinícius de Moraes, 304;-22.913313;-43.248507
Tijuca;2;0;0;73;1400.0;546.0;0.0;Rua Visconde de Pirajá, 261;-22.92745;-43.238532
Curicica;3;2;1;161;2600.0;750.0;0.0;Rua Barão de Ipanema, 254;-22.956739;-43.390585
Copacabana;3;1;1;140;5000.0;1510.0;336.0;Rua São João Batista, 1017;-22.968876;-43.180542
Tijuca;3;0;0;80;1400.0;850.0;0.0;Rua Bolívar, 728;-22.930462;-43.237434
Copacabana;4;1;0;180;4500.0;1970.0;636.0;Rua Bartolomeu Mitre, 662;-22.969539;-43.187521
Ipanema;3;1;1;137;8000.0;2200.0;450.0;Rua Conde de Bonfim, 1144;-22.981492;-43.204655
Vila Isabel;2;0;0;72;1300.0;250.0;46.0;Avenida dos Ipês, 378;-22.916978;-43.238481
Botafogo;2;1;1;67;3000.0;1725.0;531.0;Rua Real Grandeza, 679;-22.955232;-43.181757
Botafogo;4;2;1;120;3200.0;2000.0;384.0;Avenida Aristides Espínola, 796;-22.949498;-43.189319
Leblon;3;2;1;150;10000.0;1940.0;400.0;Rua das Laranjeiras, 1448;-22.979348;-43.222776
Barra da Tijuca;2;1;1;79;1350.0;1300.0;0.0;Rua Dias Ferreira, 631;-23.005671;-43.361809
Barra da Tijuca;3;1;1;101;2700.0;1453.0;0.0;Avenida Vinícius de Moraes, 1198;-23.001641;-43.362645
Vila Isabel;3;1;0;90;2600.0;730.0;0.0;Avenida das Palmeiras, 1431;-22.92081;-43.23904
Leblon;4;0;2;250;17000.0;5000.0;1000.0;Rua Conde de Bonfim, 975;-22.978994;-43.222156
Leblon;3;2;1;203;10000.0;2700.0;592.0;Rua Conde de Bonfim, 652;-22.985963;-43.220707
Barra da Tijuca;3;1;1;104;2600.0;1635.0;200.0;Rua das Laranjeiras, 713;-23.006378;-43.368934
Recreio dos Bandeirantes;3;1;1;79;2500.0;550.0;0.0;Rua Dias Ferreira, 272;-23.023876;-43.466376
Engenho Novo;2;1;0;60;800.0;545.0;14.0;Avenida Santa Clara, 99;-22.90589;-43.270177
Maracanã;2;1;0;70;1500.0;599.0;51.0;Rua São Clemente, 1360;-22.913559;-43.236081
Centro;1;0;0;35;950.0;425.0;25.0;Rua Bolívar, 257;-22.905026;-43.175007
Laranjeiras;2;0;0;83;2700.0;505.0;135.0;Rua Marquês de Abrantes, 277;-22.938922;-43.191109
Laranjeiras;3;1;1;134;3600.0;1018.0;250.0;Rua Real Grandeza, 603;-22.93486;-43.18118
Barra da Tijuca;3;2;1;120;5500.0;1600.0;350.0;Rua General Polidoro, 514;-23.009051;-43.359136
Copacabana;4;4;2;200;10000.0;2700.0;600.0;Rua Silva Rabelo, 1075;-22.965751;-43.182741
Lagoa;2;1;2;172;6500.0;1400.0;514.0;Rua Figueiredo Magalhães, 1486;-22.981204;-43.205746
Ipanema;2;1;1;76;5500.0;890.0;0.0;Rua Vinícius de Moraes, 829;-22.978189;-43.208086
Taquara;2;1;0;57;1000.0;300.0;0.0;Rua Visconde de Pirajá, 1457;-22.918394;-43.358294
Copacabana;2;1;1;76;3000.0;945.0;159.0;Rua São João Batista, 1318;-22.966274;-43.185599
Cachambi;2;1;0;50;900.0;490.0;16.0;Rua Dias Ferreira, 542;-22.895954;-43.269216
Vila Isabel;1;1;0;60;1300.0;830.0;89.0;Rua Silva Rabelo, 1300;-22.913383;-43.23804
Barra da Tijuca;4;3;2;243;8000.0;3100.0;680.0;Rua Uruguai, 1472;-23.002175;-43.360539
Grajaú;1;0;0;50;1200.0;378.0;25.0;Rua Álvaro Ramos, 594;-22.927821;-43.247488
Lagoa;3;2;3;130;6600.0;1100.0;0.0;Avenida Dias Ferreira, 890;-22.979133;-43.208901
Leblon;3;2;1;170;15000.0;3500.0;500.0;Rua Prudente de Morais, 616;-22.983103;-43.226444
Leblon;0;0;0;15;100.0;1.0;0.0;Rua das Acácias, 432;-22.980088;-43.229542
Copacabana;3;0;2;130;4500.0;950.0;295.0;Rua das Palmeiras, 625;-22.97682;-43.180239
Copacabana;4;1;2;390;7000.0;2532.0;0.0;Rua Barão de Ipanema, 1013;-22.967555;-43.176755
Flamengo;1;0;0;35;1400.0;277.0;29.0;Rua Figueiredo Magalhães, 373;-22.933405;-43.175158
Recreio dos Bandeirantes;3;2;1;89;1700.0;980.0;0.0;Rua Barata Ribeiro, 706;-23.029885;-43.46663
Botafogo;2;1;1;102;2600.0;820.0;251.0;Rua das Palmeiras, 675;-22.948152;-43.188294
Ipanema;3;1;0;114;3500.0;1511.0;296.0;Rua Voluntários da Pátria, 53;-22.983854;-43.212328
Lagoa;4;3;1;255;8500.0;2510.0;770.0;Rua das Camélias, 1467;-22.975767;-43.201812
Barra da Tijuca;1;1;1;36;1550.0;475.0;0.0;Rua das Palmeiras, 1355;-23.00864;-43.365563
Copacabana;2;2;1;90;3000.0;1450.0;233.0;Rua Prudente de Morais, 1376;-22.974945;-43.181943
Barra da Tijuca;4;4;2;185;10500.0;2300.0;0.0;Rua Bolívar, 1070;-23.003809;-43.365412
Flamengo;3;1;1;127;5200.0;880.0;260.0;Rua do Sacopã, 629;-22.938416;-43.178839
Recreio dos Bandeirantes;3;1;1;135;1500.0;784.0;232.0;Rua General Polidoro, 280;-23.023284;-43.461409
Flamengo;1;1;0;58;3000.0;570.0;160.0;Rua General San Martin, 958;-22.93249;-43.176657
Recreio dos Bandeirantes;2;1;1;84;1800.0;473.0;170.0;Rua Aristides Espínola, 1145;-23.022278;-43.460432
Flamengo;2;0;0;90;3000.0;1078.0;1232.0;Rua São Clemente, 166;-22.928542;-43.178858
Flamengo;3;0;1;140;3800.0;634.0;146.0;Rua das Palmeiras, 974;-22.93229;-43.177931
Ipanema;3;1;1;180;7500.0;2800.0;400.0;Rua Figueiredo Magalhães, 765;-22.984969;-43.213607
Copacabana;4;2;3;354;12000.0;3000.0;0.0;Avenida Santa Clara, 519;-22.976593;-43.178351
Grajaú;2;0;0;105;1250.0;350.0;84.0;Rua das Laranjeiras, 1381;-22.924952;-43.24465
Recreio dos Bandeirantes;2;1;1;87;1700.0;650.0;0.0;Rua São Clemente, 1172;-23.020813;-43.462386
Jardim Botânico;3;2;1;110;4200.0;1290.0;387.0;Rua dos Ipês, 1178;-22.973862;-43.22173
Lagoa;4;2;0;348;13000.0;3125.0;1040.0;Rua das Laranjeiras, 227;-22.970875;-43.203579
Jardim Guanabara;3;2;3;136;2600.0;400.0;0.0;Rua Figueiredo Magalhães, 1155;-22.813768;-43.190893
Tijuca;2;0;0;81;1600.0;475.0;85.0;Rua das Palmeiras, 528;-22.921932;-43.232996
Méier;2;1;1;64;2000.0;90.0;340.0;Avenida Real Grandeza, 520;-22.908473;-43.276183
Madureira;2;0;0;50;850.0;357.0;0.0;Rua Figueiredo Magalhães, 978;-22.87222;-43.339364
Flamengo;2;1;1;140;5500.0;1300.0;0.0;Rua das Laranjeiras, 35;-22.936439;-43.17356
Jardim Guanabara;3;1;1;100;1700.0;700.0;950.0;Avenida General San Martin, 1416;-22.809185;-43.197799
Tijuca;3;0;0;125;1200.0;908.0;147.0;Avenida Álvaro Ramos, 412;-22.924695;-43.235205
Anil;2;1;1;64;1600.0;789.0;39.0;Rua Silva Rabelo, 1342;-22.949489;-43.357263
Jacarepaguá;3;1;1;168;4250.0;285.0;2064.0;Rua Ataulfo de Paiva, 1003;-22.960494;-43.361056
Copacabana;1;0;0;33;3000.0;617.0;0.0;Avenida Voluntários da Pátria, 555;-22.975792;-43.183392
Barra da Tijuca;3;3;2;255;8000.0;3900.0;0.0;Rua Real Grandeza, 874;-23.010256;-43.362293
Barra da Tijuca;2;1;1;68;1700.0;1021.0;0.0;Rua das Flores, 891;-23.006146;-43.367126
Freguesia (Jacarepaguá);3;2;1;127;2300.0;1010.0;0.0;Rua das Camélias, 858;-22.933146;-43.340199
Tijuca;2;0;0;74;1500.0;780.0;77.0;Avenida Real Grandeza, 876;-22.923236;-43.233977
Copacabana;2;1;0;75;2300.0;800.0;78.0;Rua Real Grandeza, 808;-22.974131;-43.18144
Laranjeiras;2;1;1;73;2100.0;939.0;1465.0;Rua Álvaro Ramos, 1096;-22.930045;-43.182969
Ipanema;2;1;0;80;3000.0;850.0;180.0;Rua São João Batista, 929;-22.988315;-43.207856
Copacabana;3;0;0;250;9500.0;1600.0;500.0;Rua das Acácias, 1028;-22.966752;-43.186595
Laranjeiras;2;1;1;86;2600.0;820.0;0.0;Rua São João Batista, 213;-22.930617;-43.180068
Freguesia (Jacarepaguá);3;1;1;73;1500.0;572.0;83.0;Avenida das Flores, 1191;-22.936749;-43.343056
Leblon;3;1;0;90;3200.0;680.0;295.0;Rua das Laranjeiras, 1374;-22.981003;-43.225735
Méier;4;2;2;166;2800.0;1190.0;231.0;Rua Barão de Ipanema, 182;-22.903568;-43.278861
Copacabana;3;1;0;106;3500.0;740.0;0.0;Avenida Barão de Ipanema, 856;-22.967867;-43.188021
Laranjeiras;3;0;0;87;2800.0;900.0;151.0;Avenida Visconde de Pirajá, 315;-22.937683;-43.18229
Recreio dos Bandeirantes;2;1;1;82;3500.0;1600.0;180.0;Rua São Clemente, 260;-23.029705;-43.466106
Copacabana;2;0;0;44;2500.0;502.0;0.0;Avenida Ataulfo de Paiva, 1225;-22.970361;-43.181883
Copacabana;1;0;0;40;4500.0;2000.0;0.0;Rua das Acácias, 704;-22.975517;-43.179716
Copacabana;3;0;0;110;3000.0;780.0;220.0;Avenida Marquês de Abrantes, 316;-22.975152;-43.179228
Barra da Tijuca;2;1;2;80;2200.0;950.0;120.0;Avenida Álvaro Ramos, 1021;-23.010147;-43.36369
Tijuca;4;3;2;196;4500.0;1800.0;3600.0;Rua Aristides Espínola, 769;-22.928668;-43.229527
Pechincha;2;1;1;63;1300.0;415.0;710.0;Rua Marquês de Abrantes, 1211;-22.923913;-43.346972
Ipanema;4;3;1;306;18000.0;3200.0;1307.0;Rua Barão de Ipanema, 934;-22.980762;-43.204311
Campo Grande;2;1;0;50;1000.0;340.0;0.0;Rua das Flores, 1259;-22.901674;-43.557938
Barra da Tijuca;1;1;0;68;3500.0;1624.0;330.0;Avenida Voluntários da Pátria, 164;-23.009695;-43.359489
Campo Grande;2;1;0;48;650.0;267.0;0.0;Rua do Sacopã, 976;-22.907736;-43.553655
Flamengo;1;0;0;36;1500.0;460.0;37.0;Rua São João Batista, 852;-22.935321;-43.171196
Copacabana;4;1;1;240;4500.0;1800.0;506.0;Rua Prudente de Morais, 1301;-22.965213;-43.178941
Ipanema;3;2;0;292;7900.0;3200.0;1078.0;Avenida Voluntários da Pátria, 295;-22.977909;-43.20585
Jacarepaguá;3;1;1;58;1300.0;300.0;0.0;Rua das Palmeiras, 979;-22.95302;-43.360025
Barra da Tijuca;4;3;4;300;4500.0;1980.0;592.0;Rua Voluntários da Pátria, 989;-23.003015;-43.364461
Vila da Penha;2;0;0;80;900.0;332.0;0.0;Avenida das Flores, 172;-22.840847;-43.311762
Tijuca;2;1;0;64;1650.0;767.0;66.0;Avenida Uruguai, 308;-22.920235;-43.233182
Copacabana;2;0;0;50;2100.0;390.0;70.0;Rua Bolívar, 1104;-22.976449;-43.180748
Copacabana;3;1;2;300;10000.0;2800.0;550.0;Avenida das Flores, 491;-22.969883;-43.182029
Ipanema;2;1;0;78;3300.0;780.0;0.0;Rua Visconde de Pirajá, 848;-22.986541;-43.205952
Tijuca;3;1;0;129;1700.0;850.0;116.0;Rua Álvaro Ramos, 70;-22.924331;-43.236466
Barra da Tijuca;2;1;1;78;5000.0;3000.0;0.0;Rua Silva Rabelo, 1236;-23.007146;-43.367087
Barra da Tijuca;3;2;1;100;4500.0;1050.0;166.0;Rua Prudente de Morais, 668;-22.999876;-43.368873
Copacabana;2;0;0;83;2700.0;670.0;106.0;Rua Figueiredo Magalhães, 128;-22.975566;-43.1879
Flamengo;3;1;1;312;7500.0;3800.0;886.0;Rua Real Grandeza, 1265;-22.928108;-43.172324
Copacabana;1;0;0;55;3000.0;800.0;1000.0;Rua das Camélias, 784;-22.975821;-43.180677
Flamengo;4;1;2;150;6000.0;1700.0;1100.0;Rua Álvaro Ramos, 459;-22.934497;-43.180331
Barra da Tijuca;4;3;2;215;13700.0;3580.0;540.0;Rua Barata Ribeiro, 316;-23.009025;-43.360447
Copacabana;2;0;0;90;2300.0;920.0;120.0;Avenida das Acácias, 1278;-22.976815;-43.181977
Leblon;3;2;1;130;4250.0;900.0;326.0;Avenida do Sacopã, 1153;-22.980875;-43.224844
Irajá;2;2;0;68;1000.0;370.0;0.0;Rua das Acácias, 42;-22.827029;-43.330326
Tijuca;2;0;0;70;1600.0;460.0;20.0;Rua das Flores, 1166;-22.925442;-43.229477
Copacabana;4;0;1;145;3500.0;1500.0;0.0;Avenida Conde de Bonfim, 408;-22.973295;-43.183422
Leme;2;1;1;130;3000.0;1020.0;146.0;Rua das Flores, 790;-22.968865;-43.171032
Santa Teresa;1;0;1;40;1700.0;680.0;90.0;Rua Visconde de Pirajá, 908;-22.927375;-43.184623
Lagoa;3;4;0;380;25000.0;5000.0;1800.0;Rua Álvaro Ramos, 543;-22.979544;-43.207307
Barra da Tijuca;2;1;1;74;2400.0;1200.0;0.0;Avenida General San Martin, 224;-23.009277;-43.360688
Recreio dos Bandeirantes;3;2;1;310;3350.0;990.0;4700.0;Rua Voluntários da Pátria, 874;-23.023452;-43.467243
Tijuca;3;1;1;91;1900.0;916.0;0.0;Rua Ataulfo de Paiva, 1068;-22.926241;-43.234582
Botafogo;2;1;2;80;3900.0;1483.0;230.0;Rua Ataulfo de Paiva, 334;-22.950941;-43.192028
São Conrado;3;1;1;120;5500.0;1200.0;193.0;Rua do Sacopã, 876;-23.00112;-43.266374
Recreio dos Bandeirantes;4;2;3;150;4000.0;1500.0;200.0;Rua Barão de Ipanema, 1265;-23.023087;-43.468007
Recreio dos Bandeirantes;2;2;1;80;1000.0;950.0;100.0;Avenida Conde de Bonfim, 911;-23.025204;-43.467203
Recreio dos Bandeirantes;4;4;2;260;3500.0;1100.0;2700.0;Rua Álvaro Ramos, 58;-23.024084;-43.463554
Copacabana;1;0;0;40;1500.0;630.0;35.0;Rua Aristides Espínola, 78;-22.968677;-43.180447
Barra da Tijuca;2;1;1;73;1100.0;1239.0;149.0;Rua Figueiredo Magalhães, 309;-22.999219;-43.362231
Lagoa;3;1;1;100;3600.0;1630.0;305.0;Rua General San Martin, 1482;-22.974936;-43.209345
Quintino Bocaiúva;2;0;0;75;900.0;172.0;0.0;Rua Dias Ferreira, 139;-22.87563;-43.309681
Copacabana;2;0;1;63;3100.0;883.0;1376.0;Rua São João Batista, 352;-22.965519;-43.177817
Barra da Tijuca;3;3;1;327;7500.0;2145.0;7720.0;Avenida Vinícius de Moraes, 1048;-23.001635;-43.370769
Copacabana;2;0;0;70;2450.0;850.0;0.0;Rua Bolívar, 1158;-22.97499;-43.186226
Leblon;4;2;2;240;10000.0;1900.0;716.0;Rua General San Martin, 828;-22.988266;-43.224259
Copacabana;1;0;0;45;2000.0;468.0;166.0;Rua do Sacopã, 513;-22.968762;-43.18568
Leme;1;0;0;38;1300.0;620.0;27.0;Rua das Palmeiras, 784;-22.958678;-43.170372
Praça da Bandeira;2;1;0;80;2300.0;700.0;800.0;Rua Dias Ferreira, 1474;-22.911836;-43.208318
Copacabana;2;1;1;77;2500.0;524.0;117.0;Rua das Camélias, 275;-22.969541;-43.180861
Pitangueiras;1;1;0;50;1300.0;380.0;24.0;Avenida Timóteo da Costa, 330;-22.822567;-43.176032
Copacabana;1;0;0;36;1600.0;490.0;55.0;Rua São João Batista, 1482;-22.965179;-43.180809
Copacabana;2;2;1;100;3400.0;730.0;184.0;Rua Conde de Bonfim, 1016;-22.965397;-43.181384
Catete;1;0;0;39;1600.0;566.0;25.0;Avenida Visconde de Pirajá, 173;-22.929063;-43.177834
Tijuca;3;2;1;149;2800.0;1125.0;206.0;Rua Prudente de Morais, 292;-22.926191;-43.236212
Leblon;1;0;0;50;3500.0;1800.0;110.0;Rua Santa Clara, 495;-22.978663;-43.221
Botafogo;2;0;0;69;2200.0;320.0;0.0;Rua São João Batista, 500;-22.957382;-43.191222
Leblon;2;1;0;80;3200.0;1500.0;277.0;Rua Barata Ribeiro, 1437;-22.983553;-43.227009
Flamengo;2;0;0;68;2200.0;577.0;142.0;Rua São Clemente, 221;-22.928301;-43.181639
Jacarepaguá;3;1;1;78;2200.0;800.0;105.0;Rua Real Grandeza, 1013;-22.954027;-43.360569
Freguesia (Jacarepaguá);3;1;1;85;1000.0;774.0;0.0;Rua Uruguai, 188;-22.934883;-43.348378
Jardim Botânico;2;1;1;84;3500.0;998.0;0.0;Rua Aristides Espínola, 78;-22.976192;-43.223037
Centro;1;0;0;28;1350.0;394.0;20.0;Rua Voluntários da Pátria, 617;-22.912042;-43.167144
Vila Isabel;2;1;0;80;1300.0;423.0;48.0;Rua Conde de Bonfim, 819;-22.921502;-43.238176
Copacabana;4;1;1;188;6500.0;1800.0;500.0;Avenida Conde de Bonfim, 10;-22.971367;-43.179895
Copacabana;1;0;0;27;1400.0;500.0;25.0;Rua Marquês de Abrantes, 1336;-22.976901;-43.183673
Copacabana;3;0;2;200;6500.0;850.0;400.0;Rua Figueiredo Magalhães, 125;-22.973754;-43.17802
Jardim Guanabara;2;1;0;70;1300.0;250.0;56.0;Rua São Clemente, 1489;-22.807659;-43.193648
Praça Seca;2;1;0;64;1000.0;476.0;356.0;Rua Ataulfo de Paiva, 42;-22.900234;-43.33589
Copacabana;2;0;0;58;2000.0;800.0;0.0;Rua das Acácias, 1241;-22.966842;-43.185988
Barra da Tijuca;2;1;1;87;2500.0;960.0;398.0;Rua Conde de Bonfim, 391;-23.008643;-43.362107
Barra da Tijuca;5;5;5;555;35000.0;7500.0;20000.0;Rua Vinícius de Moraes, 558;-23.010001;-43.367845
Barra da Tijuca;3;2;2;212;5500.0;1200.0;682.0;Rua Prudente de Morais, 1220;-23.001897;-43.366082
Botafogo;2;1;1;100;5000.0;1300.0;220.0;Rua das Laranjeiras, 1406;-22.952333;-43.180874
Tijuca;2;1;1;99;1700.0;1500.0;140.0;Rua do Sacopã, 219;-22.921114;-43.235032
Barra da Tijuca;3;2;1;196;12000.0;1700.0;2285.0;Rua Figueiredo Magalhães, 284;-23.004176;-43.365912
Leblon;4;2;4;450;27000.0;4900.0;0.0;Rua dos Ipês, 1416;-22.979405;-43.22954
Ipanema;2;2;1;135;11000.0;3800.0;800.0;Rua Voluntários da Pátria, 1487;-22.988524;-43.210396
Tijuca;3;1;0;100;2500.0;885.0;170.0;Avenida Vinícius de Moraes, 503;-22.921315;-43.235029
Tijuca;2;1;0;90;1200.0;1014.0;133.0;Rua Conde de Bonfim, 296;-22.92762;-43.233925
Méier;2;1;0;60;1200.0;530.0;0.0;Rua Vinícius de Moraes, 1461;-22.89989;-43.285868
Copacabana;3;1;0;160;4500.0;1800.0;200.0;Rua dos Ipês, 658;-22.969222;-43.182649
Lagoa;2;1;0;69;2500.0;710.0;0.0;Avenida Uruguai, 416;-22.98032;-43.203629
Flamengo;3;1;1;265;6000.0;1300.0;731.0;Rua Bartolomeu Mitre, 508;-22.938166;-43.172904
Copacabana;3;0;1;113;4000.0;730.0;1258.0;Rua Silva Rabelo, 308;-22.97125;-43.17704
Tijuca;2;0;0;80;1300.0;860.0;90.0;Rua Real Grandeza, 875;-22.925293;-43.23444
Freguesia (Jacarepaguá);2;1;0;62;1300.0;460.0;0.0;Rua das Camélias, 442;-22.938206;-43.342335
Copacabana;1;0;0;40;1500.0;447.0;25.0;Rua Figueiredo Magalhães, 603;-22.97316;-43.178188
Copacabana;4;2;1;350;7500.0;2100.0;600.0;Avenida Real Grandeza, 1094;-22.969741;-43.184005
Grajaú;2;1;0;90;1400.0;727.0;20.0;Rua Bolívar, 51;-22.935589;-43.255926
Botafogo;2;1;1;80;3000.0;830.0;160.0;Rua Real Grandeza, 729;-22.951937;-43.19053
Barra da Tijuca;4;3;2;181;6000.0;2106.0;412.0;Rua São João Batista, 804;-23.009378;-43.37093
Maracanã;1;0;0;60;1200.0;553.0;21.0;Rua Timóteo da Costa, 1402;-22.917661;-43.232564
Copacabana;3;1;0;170;4200.0;2233.0;2280.0;Rua São João Batista, 98;-22.972231;-43.183048
Jacarepaguá;3;1;1;85;1491.0;650.0;900.0;Rua São João Batista, 410;-22.954975;-43.362622
Recreio dos Bandeirantes;2;3;1;100;1800.0;514.0;180.0;Avenida Mena Barreto, 749;-23.023637;-43.467879
Recreio dos Bandeirantes;2;1;1;95;1600.0;487.0;160.0;Rua General San Martin, 489;-23.019613;-43.469945
Copacabana;3;1;0;140;4000.0;1100.0;0.0;Rua Silva Rabelo, 123;-22.965886;-43.181586
Leblon;2;1;1;80;3200.0;900.0;0.0;Rua do Sacopã, 1106;-22.983948;-43.223546
Engenho Novo;2;1;0;90;850.0;535.0;60.0;Rua Vinícius de Moraes, 1017;-22.906301;-43.266564
Ipanema;2;0;0;82;3800.0;1000.0;170.0;Avenida Vinícius de Moraes, 360;-22.988562;-43.209525
Copacabana;2;1;1;140;7800.0;1300.0;200.0;Rua dos Ipês, 130;-22.966679;-43.177579
Anil;2;1;1;60;1500.0;600.0;52.0;Rua das Camélias, 1370;-22.946227;-43.349997
Ipanema;2;1;2;86;9500.0;3875.0;592.0;Avenida Barão de Ipanema, 463;-22.987302;-43.211288
Botafogo;2;1;0;63;2300.0;609.0;132.0;Rua General San Martin, 1411;-22.948832;-43.190936
Botafogo;1;1;1;86;3500.0;951.0;0.0;Avenida Figueiredo Magalhães, 1179;-22.955185;-43.18428
Engenho Novo;1;1;0;51;800.0;532.0;16.0;Rua Santa Clara, 906;-22.900524;-43.261975
Barra da Tijuca;2;1;1;80;2800.0;880.0;150.0;Rua das Acácias, 375;-23.005377;-43.362807
Barra da Tijuca;2;2;1;104;5000.0;2000.0;650.0;Rua Real Grandeza, 647;-23.000902;-43.36609
Centro;1;0;0;40;1200.0;300.0;0.0;Rua Timóteo da Costa, 1280;-22.908647;-43.170573
Leblon;4;3;4;230;12000.0;3100.0;1005.0;Rua General San Martin, 1376;-22.980368;-43.22008
Ipanema;3;2;1;130;7000.0;2200.0;446.0;Rua das Palmeiras, 754;-22.98792;-43.207914
Copacabana;4;2;1;240;10000.0;2700.0;633.0;Rua das Flores, 1044;-22.966764;-43.179493
Barra da Tijuca;4;2;0;146;4900.0;1800.0;3500.0;Rua Aristides Espínola, 258;-23.008421;-43.35983
Campinho;3;1;2;170;1500.0;1168.0;0.0;Rua das Camélias, 804;-22.89162;-43.315965
Praça Seca;2;0;0;50;600.0;370.0;0.0;Rua Vinícius de Moraes, 33;-22.896652;-43.346173
Jacarepaguá;3;2;1;200;5000.0;1855.0;230.0;Rua Barão de Ipanema, 695;-22.957032;-43.368278
Maracanã;3;2;1;140;2800.0;1125.0;207.0;Rua Bartolomeu Mitre, 746;-22.918309;-43.226086
Ipanema;2;1;0;64;3500.0;950.0;200.0;Avenida General Polidoro, 218;-22.988218;-43.204482
Humaitá;2;1;1;84;3000.0;1400.0;0.0;Rua Timóteo da Costa, 245;-22.959892;-43.200182
Barra da Tijuca;4;3;4;206;7000.0;3000.0;4600.0;Rua Santa Clara, 573;-23.008632;-43.369038
Ipanema;2;1;0;70;4000.0;4085.0;344.0;Avenida Silva Rabelo, 534;-22.986753;-43.210595
Barra da Tijuca;2;1;1;80;2000.0;1200.0;150.0;Rua dos Ipês, 191;-23.007062;-43.360028
Barra da Tijuca;2;1;1;85;2500.0;1300.0;200.0;Rua Timóteo da Costa, 1154;-23.003072;-43.367618
Recreio dos Bandeirantes;3;1;1;86;1700.0;554.0;176.0;Rua Santa Clara, 261;-23.023413;-43.462695
São Francisco Xavier;2;0;0;68;900.0;356.0;37.0;Rua São João Batista, 1033;-22.903664;-43.231657
Copacabana;4;1;0;120;3500.0;1150.0;300.0;Rua das Laranjeiras, 1494;-22.973388;-43.177048
Centro;1;0;0;35;1150.0;430.0;180.0;Rua General San Martin, 881;-22.912408;-43.170815
Tijuca;3;1;0;99;2000.0;690.0;0.0;Rua Barão de Ipanema, 1317;-22.92235;-43.232909
Barra da Tijuca;3;2;1;160;5000.0;1150.0;467.0;Rua Barata Ribeiro, 468;-23.008259;-43.364626
São Conrado;4;3;3;250;22000.0;2800.0;1300.0;Rua das Laranjeiras, 1002;-23.003166;-43.266253
Recreio dos Bandeirantes;3;2;3;179;4000.0;1098.0;417.0;Rua Bolívar, 328;-23.02282;-43.470339
Freguesia (Jacarepaguá);2;1;0;50;1300.0;400.0;15.0;Rua Santa Clara, 441;-22.933868;-43.34091
Barra da Tijuca;3;2;1;150;6500.0;3050.0;625.0;Rua General San Martin, 901;-23.000263;-43.364315
Tijuca;3;2;1;84;2350.0;950.0;1186.0;Avenida Barão de Ipanema, 248;-22.927026;-43.229063
Recreio dos Bandeirantes;3;2;3;90;1800.0;650.0;0.0;Rua Visconde de Pirajá, 1308;-23.022071;-43.462349
Laranjeiras;2;1;1;90;2700.0;1142.0;141.0;Avenida São Clemente, 1035;-22.934665;-43.188007
Lagoa;3;1;1;120;4300.0;740.0;245.0;Rua Bolívar, 1070;-22.978114;-43.203244
Ipanema;3;1;1;160;3900.0;1300.0;0.0;Avenida Silva Rabelo, 1207;-22.987287;-43.208201
